order_id,customer_name,new_order_date,order_year,month_name,order_month,order_day,category,sub_category,net_sales,discount,profit,total_sales,profit_percentage,region,city
OD2361,Amy,2018-10-01,2018,October,10,1,"Eggs, Meat & Fish",Eggs,972,0.11,108,1080,11.11111111111111,West,Viluppuram
OD2362,Malik,2017-12-26,2017,December,12,26,Food Grains,Dals & Pulses,443.84000000000003,0.23,140.16,584,31.57894736842105,West,Dindigul
OD2363,Shah,2018-09-29,2018,September,9,29,Fruits & Veggies,Fresh Fruits,585.65,0.16,103.35,689,17.64705882352941,West,Krishnagiri
OD2364,Komal,2017-09-05,2017,September,9,5,"Eggs, Meat & Fish",Fish,566.4,0.22,393.6,960,69.49152542372882,West,Theni
OD2365,Komal,2015-07-20,2015,July,7,20,Oil & Masala,Masalas,406.40999999999997,0.1,182.59,589,44.92753623188406,West,Cumbum
OD2366,Sundar,2016-12-12,2016,December,12,12,Snacks,Chocolates,1612.1,0.25,102.9,1715,6.382978723404256,West,Chennai
OD2367,Haseena,2017-11-05,2017,November,11,5,Oil & Masala,Spices,971.75,0.35,523.25,1495,53.84615384615385,West,Salem
OD2368,James,2016-05-03,2016,May,5,3,Fruits & Veggies,Organic Fruits,1278.23,0.23,472.77,1751,36.986301369863014,West,Chennai
OD2369,Surya,2016-05-03,2016,May,5,3,Fruits & Veggies,Fresh Vegetables,647.28,0.18,96.72,744,14.942528735632186,West,Coimbatore
OD2370,Ravi,2017-01-30,2017,January,1,30,Snacks,Noodles,1046.62,0.33,170.38,1217,16.27906976744186,West,Theni
OD2371,Willams,2018-11-18,2018,November,11,18,"Eggs, Meat & Fish",Mutton,1628.9,0.13,698.1,2327,42.857142857142854,West,Theni
OD2372,Anu,2018-04-23,2018,April,4,23,Snacks,Chocolates,721.06,0.31,441.94,1163,61.29032258064516,West,Madurai
OD2373,Sheeba,2015-12-20,2015,December,12,20,"Eggs, Meat & Fish",Chicken,2170.08,0.24,295.92,2466,13.636363636363638,West,Bodi
OD2374,Hussain,2018-11-28,2018,November,11,28,Food Grains,Rice,976.5,0.33,598.5,1575,61.29032258064516,West,Tirunelveli
OD2375,Akash,2016-08-24,2016,August,8,24,Snacks,Cookies,1506.56,0.23,847.44,2354,56.250000000000014,West,Perambalur
OD2376,Suresh,2016-06-13,2016,June,6,13,"Eggs, Meat & Fish",Mutton,1380.4,0.26,999.6,2380,72.41379310344827,West,Bodi
OD2377,Arutra,2016-10-02,2016,October,10,2,Fruits & Veggies,Organic Vegetables,912,0.21,608,1520,66.66666666666666,West,Namakkal
OD2378,Shah,2017-04-12,2017,April,4,12,Fruits & Veggies,Organic Vegetables,1086.96,0.27,854.04,1941,78.57142857142857,West,Tirunelveli
OD2379,Ridhesh,2018-07-23,2018,July,7,23,Bakery,Breads & Buns,2055.01,0.26,253.99,2309,12.359550561797752,West,Trichy
OD2380,Shree,2017-06-20,2017,June,6,20,Snacks,Noodles,365.4,0.12,243.6,609,66.66666666666667,West,Nagercoil
OD2381,Sudeep,2015-08-01,2015,August,8,1,"Eggs, Meat & Fish",Chicken,717.96,0.27,54.04,772,7.526881720430106,West,Dindigul
OD2382,Kumar,2016-11-06,2016,November,11,6,Snacks,Noodles,525.91,0.22,157.09,683,29.870129870129876,West,Nagercoil
OD2383,Vince,2018-06-17,2018,June,6,17,"Eggs, Meat & Fish",Mutton,1666.3,0.32,87.7,1754,5.2631578947368425,West,Namakkal
OD2384,Harish,2018-03-25,2018,March,3,25,Bakery,Breads & Buns,944.35,0.13,772.65,1717,81.81818181818181,West,Tirunelveli
OD2385,Peer,2016-10-02,2016,October,10,2,"Eggs, Meat & Fish",Chicken,1377.5,0.18,72.5,1450,5.263157894736842,West,Trichy
OD2386,Veena,2015-01-19,2015,January,1,19,Fruits & Veggies,Organic Vegetables,451.44,0.22,61.56,513,13.636363636363638,West,Pudukottai
OD2387,Willams,2017-05-05,2017,May,5,5,Oil & Masala,Masalas,1133.24,0.21,248.76,1382,21.951219512195124,West,Karur
OD2388,Ramesh,2018-06-29,2018,June,6,29,Snacks,Chocolates,530.16,0.15,33.84,564,6.382978723404256,West,Tirunelveli
OD2389,James,2017-11-16,2017,November,11,16,Oil & Masala,Spices,1939.1399999999999,0.25,454.86,2394,23.45679012345679,West,Chennai
OD2390,Sundar,2016-12-13,2016,December,12,13,Snacks,Chocolates,613.2,0.32,481.8,1095,78.57142857142857,West,Vellore
OD2391,Shah,2017-11-24,2017,November,11,24,Beverages,Health Drinks,1280.22,0.21,965.78,2246,75.43859649122807,West,Perambalur
OD2392,Shah,2017-04-21,2017,April,4,21,Bakery,Breads & Buns,717.6,0.11,202.4,920,28.205128205128204,West,Bodi
OD2393,Amy,2015-01-19,2015,January,1,19,Bakery,Breads & Buns,1389.15,0.26,815.85,2205,58.730158730158735,West,Viluppuram
OD2394,Ridhesh,2015-12-20,2015,December,12,20,Beverages,Health Drinks,328.23,0.1,192.77,521,58.730158730158735,West,Ooty
OD2395,Veronica,2018-03-19,2018,March,3,19,Beverages,Health Drinks,1038.3600000000001,0.2,488.64,1527,47.05882352941176,West,Nagercoil
OD2396,Ramesh,2015-07-20,2015,July,7,20,Bakery,Cakes,2236.78,0.13,221.22,2458,9.89010989010989,West,Theni
OD2397,Akash,2017-06-05,2017,June,6,5,"Eggs, Meat & Fish",Fish,1461.27,0.34,719.73,2181,49.25373134328358,West,Vellore
OD2398,Amrish,2018-08-21,2018,August,8,21,"Eggs, Meat & Fish",Eggs,1445.5,0.11,619.5,2065,42.857142857142854,West,Ooty
OD2399,Veena,2018-05-05,2018,May,5,5,Beverages,Soft Drinks,1121.79,0.24,717.21,1839,63.934426229508205,West,Pudukottai
OD2400,Jackson,2018-10-01,2018,October,10,1,Beverages,Soft Drinks,665.8399999999999,0.2,482.16,1148,72.41379310344828,West,Virudhunagar
OD2401,James,2016-07-19,2016,July,7,19,Bakery,Cakes,1054.2,0.21,451.8,1506,42.857142857142854,West,Madurai
OD2402,Harish,2016-11-06,2016,November,11,6,Bakery,Biscuits,1515.24,0.32,968.76,2484,63.934426229508205,West,Ooty
OD2403,Alan,2017-10-02,2017,October,10,2,Oil & Masala,Spices,1070.67,0.35,132.33,1203,12.359550561797752,West,Dharmapuri
OD2404,Shah,2017-11-03,2017,November,11,3,Beverages,Soft Drinks,1435.98,0.13,405.02,1841,28.205128205128204,West,Coimbatore
OD2405,Harish,2018-05-05,2018,May,5,5,Fruits & Veggies,Fresh Fruits,988.59,0.14,74.41,1063,7.526881720430106,West,Salem
OD2406,Rumaiza,2015-01-19,2015,January,1,19,Beverages,Health Drinks,668.7,0.13,74.3,743,11.11111111111111,West,Ooty
OD2407,Sharon,2017-09-02,2017,September,9,2,Beverages,Health Drinks,1814.38,0.26,371.62,2186,20.481927710843372,Central,Chennai
OD2408,Roshan,2017-08-12,2017,August,8,12,Snacks,Chocolates,1993.5,0.21,221.5,2215,11.11111111111111,Central,Dindigul
OD2409,Arvind,2015-03-22,2015,March,3,22,Bakery,Cakes,1057.5,0.2,352.5,1410,33.33333333333333,Central,Chennai
OD2410,Ram,2016-04-04,2016,April,4,4,Snacks,Cookies,807.36,0.28,120.64,928,14.942528735632186,Central,Virudhunagar
OD2411,Arvind,2018-03-05,2018,March,3,5,Food Grains,Organic Staples,923.97,0.23,697.03,1621,75.43859649122805,Central,Ramanadhapuram
OD2412,Surya,2017-09-02,2017,September,9,2,Bakery,Biscuits,1160.25,0.34,204.75,1365,17.647058823529413,Central,Perambalur
OD2413,Vince,2016-04-04,2016,April,4,4,Oil & Masala,Masalas,857.28,0.24,54.72,912,6.382978723404255,Central,Bodi
OD2414,Roshan,2018-03-05,2018,March,3,5,Food Grains,Dals & Pulses,1279.98,0.24,361.02,1641,28.205128205128204,Central,Tirunelveli
OD2415,Sundar,2018-03-05,2018,March,3,5,Snacks,Noodles,433.15999999999997,0.18,203.84,637,47.05882352941177,Central,Trichy
OD2416,Sudeep,2018-03-05,2018,March,3,5,Food Grains,Rice,1268.3,0.34,1037.7,2306,81.81818181818183,Central,Pudukottai
OD2417,Sharon,2018-10-22,2018,October,10,22,"Eggs, Meat & Fish",Chicken,550.4,0.16,137.6,688,25,Central,Dharmapuri
OD2418,Haseena,2016-12-17,2016,December,12,17,Snacks,Chocolates,662.64,0.1,341.36,1004,51.515151515151516,Central,Viluppuram
OD2419,Amy,2018-03-05,2018,March,3,5,Food Grains,Atta & Flour,2069.75,0.27,365.25,2435,17.647058823529413,Central,Ramanadhapuram
OD2420,Yusuf,2017-10-06,2017,October,10,6,Bakery,Biscuits,1808.73,0.1,270.27,2079,14.942528735632182,Central,Coimbatore
OD2421,Vidya,2018-11-07,2018,November,11,7,Snacks,Noodles,1242.6399999999999,0.16,976.36,2219,78.57142857142858,Central,Coimbatore
OD2422,Amrish,2016-04-04,2016,April,4,4,Snacks,Noodles,1390.74,0.14,392.26,1783,28.205128205128204,Central,Dindigul
OD2423,Arutra,2017-11-05,2017,November,11,5,Beverages,Health Drinks,1631.34,0.14,382.66,2014,23.45679012345679,Central,Salem
OD2424,Rumaiza,2017-10-01,2017,October,10,1,Oil & Masala,Edible Oil & Ghee,529.6,0.24,132.4,662,25,Central,Dharmapuri
OD2425,Sudha,2015-03-17,2015,March,3,17,Beverages,Health Drinks,1176.96,0.25,662.04,1839,56.25,Central,Vellore
OD2426,Rumaiza,2016-10-15,2016,October,10,15,Beverages,Soft Drinks,875.9,0.26,46.1,922,5.2631578947368425,Central,Cumbum
OD2427,Sundar,2018-10-06,2018,October,10,6,Snacks,Chocolates,839.96,0.34,172.04,1012,20.481927710843372,Central,Tenkasi
OD2428,Yadav,2015-03-17,2015,March,3,17,Snacks,Noodles,979.62,0.19,146.38,1126,14.942528735632182,Central,Kanyakumari
OD2429,Sabeela,2018-12-11,2018,December,12,11,Food Grains,Dals & Pulses,1599,0.16,533,2132,33.33333333333333,Central,Krishnagiri
OD2430,Sabeela,2016-08-23,2016,August,8,23,Fruits & Veggies,Organic Vegetables,413.93,0.18,169.07,583,40.84507042253521,Central,Coimbatore
OD2431,Adavan,2018-04-10,2018,April,4,10,Oil & Masala,Spices,1015.98,0.34,223.02,1239,21.951219512195124,Central,Tenkasi
OD2432,Roshan,2015-06-15,2015,June,6,15,Beverages,Health Drinks,1205.24,0.12,872.76,2078,72.41379310344827,Central,Karur
OD2433,Anu,2017-05-26,2017,May,5,26,Beverages,Health Drinks,1716.78,0.25,701.22,2418,40.845070422535215,Central,Chennai
OD2434,Haseena,2018-03-20,2018,March,3,20,Fruits & Veggies,Fresh Fruits,922.88,0.34,519.12,1442,56.25,Central,Ooty
OD2435,Jackson,2018-10-06,2018,October,10,6,"Eggs, Meat & Fish",Mutton,553.27,0.18,353.73,907,63.934426229508205,Central,Vellore
OD2436,Akash,2015-03-17,2015,March,3,17,Oil & Masala,Spices,1313.4,0.18,875.6,2189,66.66666666666666,Central,Ooty
OD2437,Arvind,2017-05-26,2017,May,5,26,Snacks,Noodles,864.8,0.18,75.2,940,8.695652173913045,Central,Theni
OD2438,Vidya,2015-07-05,2015,July,7,5,Oil & Masala,Masalas,808.0799999999999,0.13,283.92,1092,35.135135135135144,Central,Nagercoil
OD2439,Ravi,2016-12-11,2016,December,12,11,Fruits & Veggies,Fresh Fruits,1113.3899999999999,0.1,137.61,1251,12.359550561797755,Central,Salem
OD2440,Veena,2015-11-12,2015,November,11,12,Snacks,Chocolates,680.46,0.28,350.54,1031,51.515151515151516,Central,Tirunelveli
OD2441,Ganesh,2016-08-23,2016,August,8,23,Bakery,Breads & Buns,1072.81,0.33,438.19,1511,40.845070422535215,Central,Virudhunagar
OD2442,Sharon,2016-07-08,2016,July,7,8,Beverages,Health Drinks,317.35,0.29,259.65,577,81.8181818181818,Central,Ooty
OD2443,Peer,2018-12-14,2018,December,12,14,Snacks,Chocolates,783.6800000000001,0.22,480.32,1264,61.29032258064515,Central,Coimbatore
OD2444,Ravi,2018-10-30,2018,October,10,30,Snacks,Chocolates,2200,0.33,300,2500,13.636363636363635,Central,Dindigul
OD2445,Hafiz,2017-10-04,2017,October,10,4,"Eggs, Meat & Fish",Mutton,1292.78,0.2,454.22,1747,35.13513513513514,Central,Coimbatore
OD2446,Amrish,2018-03-20,2018,March,3,20,Snacks,Noodles,424.08000000000004,0.25,164.92,589,38.888888888888886,Central,Chennai
OD2447,Kumar,2016-08-23,2016,August,8,23,Beverages,Health Drinks,958.8,0.3,639.2,1598,66.66666666666667,Central,Virudhunagar
OD2448,Shree,2015-07-05,2015,July,7,5,Food Grains,Rice,1515.3600000000001,0.17,332.64,1848,21.95121951219512,Central,Ooty
OD2449,Willams,2016-08-25,2016,August,8,25,Food Grains,Organic Staples,1260.65,0.19,66.35,1327,5.263157894736841,Central,Chennai
OD2450,Komal,2016-08-23,2016,August,8,23,Food Grains,Organic Staples,1223.75,0.24,151.25,1375,12.359550561797752,Central,Tirunelveli
OD2451,Verma,2016-07-02,2016,July,7,2,Oil & Masala,Edible Oil & Ghee,1615,0.31,760,2375,47.05882352941176,Central,Tirunelveli
OD2452,Komal,2018-05-25,2018,May,5,25,"Eggs, Meat & Fish",Eggs,1348.8,0.13,899.2,2248,66.66666666666667,East,Salem
OD2453,Vidya,2018-05-05,2018,May,5,5,Oil & Masala,Spices,535.5,0.12,94.5,630,17.647058823529413,East,Pudukottai
OD2454,Sabeela,2015-09-14,2015,September,9,14,"Eggs, Meat & Fish",Fish,581.76,0.13,226.24,808,38.88888888888889,East,Vellore
OD2455,Kumar,2017-03-17,2017,March,3,17,Snacks,Cookies,1346.1,0.23,576.9,1923,42.85714285714286,East,Coimbatore
OD2456,James,2018-09-10,2018,September,9,10,Bakery,Breads & Buns,431.88,0.15,300.12,732,69.49152542372882,East,Kanyakumari
OD2457,Arutra,2016-09-07,2016,September,9,7,Bakery,Breads & Buns,940.5,0.23,313.5,1254,33.33333333333333,East,Krishnagiri
OD2458,Peer,2017-03-17,2017,March,3,17,"Eggs, Meat & Fish",Eggs,1012.41,0.16,594.59,1607,58.730158730158735,East,Theni
OD2459,Alan,2017-04-21,2017,April,4,21,Food Grains,Rice,1585.78,0.32,101.22,1687,6.382978723404255,East,Viluppuram
OD2460,Shree,2018-09-14,2018,September,9,14,Beverages,Health Drinks,1371.8,0.3,433.2,1805,31.57894736842105,East,Cumbum
OD2461,Peer,2018-12-10,2018,December,12,10,"Eggs, Meat & Fish",Mutton,1692.09,0.32,396.91,2089,23.45679012345679,East,Perambalur
OD2462,Krithika,2016-03-05,2016,March,3,5,Fruits & Veggies,Organic Fruits,1722.06,0.13,403.94,2126,23.45679012345679,East,Ooty
OD2463,Peer,2016-09-25,2016,September,9,25,Food Grains,Organic Staples,1252.9,0.13,1025.1,2278,81.8181818181818,East,Kanyakumari
OD2464,Vinne,2018-11-16,2018,November,11,16,Food Grains,Atta & Flour,804.84,0.35,254.16,1059,31.57894736842105,East,Viluppuram
OD2465,Shree,2016-07-31,2016,July,7,31,Oil & Masala,Edible Oil & Ghee,469.05,0.26,325.95,795,69.4915254237288,East,Chennai
OD2466,Amy,2017-06-04,2017,June,6,4,Snacks,Chocolates,1175.4,0.11,130.6,1306,11.111111111111109,East,Namakkal
OD2467,Mathew,2017-05-02,2017,May,5,2,Fruits & Veggies,Fresh Vegetables,927.94,0.32,151.06,1079,16.279069767441857,East,Tenkasi
OD2468,Sundar,2015-11-26,2015,November,11,26,Beverages,Health Drinks,1223.79,0.16,923.21,2147,75.43859649122807,East,Coimbatore
OD2469,Peer,2015-08-23,2015,August,8,23,Food Grains,Dals & Pulses,468.51,0.25,210.49,679,44.92753623188406,East,Ooty
OD2470,Sabeela,2015-08-23,2015,August,8,23,Bakery,Breads & Buns,1007.72,0.35,644.28,1652,63.93442622950819,East,Coimbatore
OD2471,Vidya,2016-03-05,2016,March,3,5,Oil & Masala,Spices,839.57,0.28,583.43,1423,69.4915254237288,East,Ooty
OD2472,Rumaiza,2017-03-17,2017,March,3,17,Food Grains,Organic Staples,910.02,0.27,135.98,1046,14.942528735632182,East,Krishnagiri
OD2473,Arvind,2015-09-03,2015,September,9,3,Bakery,Cakes,930.86,0.22,595.14,1526,63.93442622950819,East,Karur
OD2474,Jonas,2018-12-10,2018,December,12,10,Bakery,Cakes,1371.49,0.29,169.51,1541,12.359550561797752,East,Salem
OD2475,Komal,2015-09-14,2015,September,9,14,Beverages,Health Drinks,1532.6399999999999,0.17,939.36,2472,61.29032258064516,East,Cumbum
OD2476,James,2017-04-21,2017,April,4,21,Oil & Masala,Edible Oil & Ghee,1171.35,0.21,61.65,1233,5.2631578947368425,East,Vellore
OD2477,Esther,2015-11-26,2015,November,11,26,"Eggs, Meat & Fish",Fish,923.3399999999999,0.3,475.66,1399,51.51515151515152,East,Vellore
OD2478,Anu,2015-09-14,2015,September,9,14,Beverages,Soft Drinks,1746.42,0.25,492.58,2239,28.205128205128204,East,Kanyakumari
OD2479,Jonas,2016-09-24,2016,September,9,24,Snacks,Cookies,1533.84,0.24,458.16,1992,29.870129870129876,East,Karur
OD2480,Malik,2015-07-20,2015,July,7,20,Oil & Masala,Spices,1603.1399999999999,0.19,825.86,2429,51.51515151515152,East,Ooty
OD2481,Shah,2015-10-03,2015,October,10,3,Oil & Masala,Masalas,2086.75,0.16,368.25,2455,17.647058823529413,East,Cumbum
OD2482,Amrish,2016-09-24,2016,September,9,24,Bakery,Breads & Buns,1508.1,0.11,776.9,2285,51.515151515151516,East,Pudukottai
OD2483,Haseena,2017-05-08,2017,May,5,8,"Eggs, Meat & Fish",Chicken,1186.02,0.29,610.98,1797,51.515151515151516,East,Madurai
OD2484,Arvind,2017-05-08,2017,May,5,8,Oil & Masala,Edible Oil & Ghee,467.28,0.22,181.72,649,38.88888888888889,East,Tenkasi
OD2485,Jonas,2016-07-26,2016,July,7,26,Beverages,Soft Drinks,2325,0.34,175,2500,7.526881720430108,East,Salem
OD2486,Ridhesh,2017-05-08,2017,May,5,8,Beverages,Health Drinks,1701,0.14,399,2100,23.456790123456788,East,Vellore
OD2487,Sundar,2016-09-24,2016,September,9,24,Snacks,Cookies,1245.2,0.15,169.8,1415,13.636363636363638,East,Tenkasi
OD2488,Rumaiza,2018-03-16,2018,March,3,16,Snacks,Chocolates,1948.76,0.16,317.24,2266,16.27906976744186,East,Namakkal
OD2489,Sharon,2015-05-02,2015,May,5,2,Bakery,Biscuits,1748.73,0.13,714.27,2463,40.845070422535215,East,Coimbatore
OD2490,Sabeela,2017-05-02,2017,May,5,2,"Eggs, Meat & Fish",Eggs,1302.96,0.16,833.04,2136,63.93442622950819,East,Nagercoil
OD2491,Vince,2015-11-26,2015,November,11,26,Food Grains,Rice,1302.6,0.23,868.4,2171,66.66666666666667,East,Salem
OD2492,Hafiz,2016-11-09,2016,November,11,9,Oil & Masala,Spices,1453.3200000000002,0.19,748.68,2202,51.5151515151515,East,Pudukottai
OD2493,Arutra,2017-05-08,2017,May,5,8,Oil & Masala,Masalas,1474.73,0.1,182.27,1657,12.359550561797754,East,Pudukottai
OD2494,Suresh,2015-11-26,2015,November,11,26,Snacks,Chocolates,405.36,0.33,157.64,563,38.888888888888886,East,Coimbatore
OD2495,Vidya,2016-09-24,2016,September,9,24,Fruits & Veggies,Fresh Fruits,397.6,0.22,312.4,710,78.57142857142856,East,Kanyakumari
OD2496,Anu,2018-05-25,2018,May,5,25,Beverages,Health Drinks,1508.75,0.2,266.25,1775,17.647058823529413,East,Vellore
OD2497,Shah,2015-10-03,2015,October,10,3,Beverages,Soft Drinks,818.55,0.29,144.45,963,17.64705882352941,East,Dindigul
OD2498,Kumar,2018-06-10,2018,June,6,10,Beverages,Soft Drinks,708.96,0.22,557.04,1266,78.57142857142856,East,Vellore
OD2499,Akash,2016-12-06,2016,December,12,6,Snacks,Noodles,489.44,0.12,384.56,874,78.57142857142857,East,Chennai
OD2500,Sudeep,2015-03-31,2015,March,3,31,Snacks,Noodles,1444.6,0.27,885.4,2330,61.29032258064516,East,Krishnagiri
OD2501,Adavan,2015-10-10,2015,October,10,10,Beverages,Health Drinks,1927.6,0.24,512.4,2440,26.582278481012654,East,Kanyakumari
OD2502,Willams,2016-09-25,2016,September,9,25,Food Grains,Organic Staples,1391.3600000000001,0.25,782.64,2174,56.249999999999986,East,Pudukottai
OD2503,Komal,2018-03-16,2018,March,3,16,Fruits & Veggies,Fresh Vegetables,1091.8600000000001,0.17,326.14,1418,29.870129870129862,East,Dharmapuri
OD2504,Vidya,2015-07-20,2015,July,7,20,Food Grains,Dals & Pulses,1173.7,0.32,960.3,2134,81.81818181818181,East,Perambalur
OD2505,Suresh,2016-09-24,2016,September,9,24,Beverages,Soft Drinks,1136.46,0.32,696.54,1833,61.29032258064515,East,Theni
OD2506,Roshan,2017-08-13,2017,August,8,13,Fruits & Veggies,Organic Fruits,978.3,0.18,108.7,1087,11.111111111111112,South,Coimbatore
OD2507,Esther,2017-07-01,2017,July,7,1,"Eggs, Meat & Fish",Fish,1926.81,0.23,512.19,2439,26.58227848101266,South,Kanyakumari
OD2508,Roshan,2017-07-01,2017,July,7,1,Food Grains,Atta & Flour,818.4,0.15,61.6,880,7.526881720430108,South,Theni
OD2509,Verma,2017-07-01,2017,July,7,1,Fruits & Veggies,Fresh Fruits,739.2,0.3,492.8,1232,66.66666666666666,South,Karur
OD2510,Haseena,2015-10-24,2015,October,10,24,Food Grains,Rice,536.6700000000001,0.26,264.33,801,49.253731343283576,South,Ramanadhapuram
OD2511,Amy,2017-05-22,2017,May,5,22,Beverages,Health Drinks,1168.72,0.15,918.28,2087,78.57142857142857,South,Madurai
OD2512,Surya,2017-02-07,2017,February,2,7,"Eggs, Meat & Fish",Chicken,591.36,0.18,112.64,704,19.047619047619047,South,Dindigul
OD2513,Amrish,2018-05-19,2018,May,5,19,Fruits & Veggies,Organic Vegetables,1512.08,0.27,331.92,1844,21.951219512195124,South,Kanyakumari
OD2514,Surya,2015-03-04,2015,March,3,4,Snacks,Chocolates,886.72,0.24,417.28,1304,47.05882352941176,South,Nagercoil
OD2515,Akash,2018-10-20,2018,October,10,20,Fruits & Veggies,Organic Fruits,545.75,0.19,379.25,925,69.49152542372882,South,Pudukottai
OD2516,Shah,2018-10-20,2018,October,10,20,Food Grains,Organic Staples,459.99,0.24,347.01,807,75.43859649122807,South,Ooty
OD2517,Rumaiza,2016-10-23,2016,October,10,23,Snacks,Chocolates,448.35,0.1,286.65,735,63.93442622950819,South,Madurai
OD2518,Shah,2015-03-31,2015,March,3,31,Beverages,Health Drinks,781.31,0.21,207.69,989,26.58227848101266,South,Tenkasi
OD2519,Sudeep,2017-07-08,2017,July,7,8,Food Grains,Atta & Flour,1471.3200000000002,0.13,940.68,2412,63.93442622950819,South,Krishnagiri
OD2520,Sundar,2018-10-20,2018,October,10,20,Fruits & Veggies,Fresh Vegetables,459.94,0.28,333.06,793,72.41379310344827,South,Pudukottai
OD2521,Hafiz,2016-05-31,2016,May,5,31,Bakery,Breads & Buns,843.92,0.34,115.08,959,13.636363636363638,South,Ramanadhapuram
OD2522,Shree,2017-12-11,2017,December,12,11,Food Grains,Dals & Pulses,619.36,0.21,164.64,784,26.582278481012654,South,Virudhunagar
OD2523,Ravi,2018-06-02,2018,June,6,2,Snacks,Chocolates,761.8299999999999,0.12,311.17,1073,40.845070422535215,South,Ooty
OD2524,Arutra,2018-08-16,2018,August,8,16,"Eggs, Meat & Fish",Chicken,361.9,0.12,155.1,517,42.85714285714286,South,Chennai
OD2525,Verma,2015-07-28,2015,July,7,28,Bakery,Cakes,1500.7,0.16,244.3,1745,16.27906976744186,South,Krishnagiri
OD2526,Arvind,2018-05-06,2018,May,5,6,"Eggs, Meat & Fish",Mutton,585.96,0.14,185.04,771,31.57894736842105,South,Ramanadhapuram
OD2527,Alan,2015-07-28,2015,July,7,28,Fruits & Veggies,Organic Fruits,949.3,0.33,776.7,1726,81.81818181818183,South,Dindigul
OD2528,Yusuf,2015-06-30,2015,June,6,30,Oil & Masala,Masalas,1441.72,0.3,455.28,1897,31.57894736842105,South,Dindigul
OD2529,Vince,2016-03-22,2016,March,3,22,"Eggs, Meat & Fish",Eggs,1370.28,0.33,1033.72,2404,75.43859649122807,South,Namakkal
OD2530,Aditi,2018-08-16,2018,August,8,16,Snacks,Noodles,707.46,0.32,199.54,907,28.205128205128204,South,Tirunelveli
OD2531,Ravi,2017-10-28,2017,October,10,28,Fruits & Veggies,Organic Vegetables,1409.7,0.34,495.3,1905,35.13513513513514,South,Nagercoil
OD2532,Amrish,2015-03-31,2015,March,3,31,Oil & Masala,Spices,537.6,0.23,102.4,640,19.047619047619047,South,Salem
OD2533,Esther,2018-05-06,2018,May,5,6,"Eggs, Meat & Fish",Mutton,1717.6,0.24,542.4,2260,31.57894736842105,South,Krishnagiri
OD2534,Veronica,2018-07-21,2018,July,7,21,Bakery,Cakes,1722.24,0.18,149.76,1872,8.695652173913043,West,Dharmapuri
OD2535,Muneer,2017-12-11,2017,December,12,11,Food Grains,Atta & Flour,1878.79,0.26,232.21,2111,12.359550561797754,West,Karur
OD2536,Haseena,2016-10-31,2016,October,10,31,Food Grains,Dals & Pulses,1277.65,0.31,1045.35,2323,81.8181818181818,West,Dharmapuri
OD2537,Sudeep,2018-11-24,2018,November,11,24,Oil & Masala,Spices,1964.72,0.17,431.28,2396,21.95121951219512,West,Tirunelveli
OD2538,Sundar,2015-09-13,2015,September,9,13,Food Grains,Organic Staples,1124.04,0.13,354.96,1479,31.57894736842105,West,Salem
OD2539,Amy,2017-10-22,2017,October,10,22,Beverages,Health Drinks,854.92,0.23,619.08,1474,72.41379310344828,West,Karur
OD2540,Vinne,2017-12-11,2017,December,12,11,Snacks,Noodles,1996,0.31,499,2495,25,West,Karur
OD2541,Amrish,2015-09-13,2015,September,9,13,Food Grains,Rice,669.12,0.13,314.88,984,47.05882352941176,West,Madurai
OD2542,Vidya,2017-12-11,2017,December,12,11,"Eggs, Meat & Fish",Mutton,820.48,0.31,461.52,1282,56.25,West,Kanyakumari
OD2543,Harish,2018-03-30,2018,March,3,30,Bakery,Cakes,449.18,0.19,157.82,607,35.13513513513513,West,Vellore
OD2544,Veena,2016-06-04,2016,June,6,4,Fruits & Veggies,Fresh Vegetables,816.96,0.18,71.04,888,8.695652173913043,West,Vellore
OD2545,Esther,2016-06-04,2016,June,6,4,Oil & Masala,Edible Oil & Ghee,440.32,0.15,71.68,512,16.27906976744186,West,Virudhunagar
OD2546,Shah,2017-10-08,2017,October,10,8,Food Grains,Dals & Pulses,577.6800000000001,0.2,118.32,696,20.48192771084337,West,Dindigul
OD2547,Muneer,2018-09-17,2018,September,9,17,Snacks,Chocolates,1379.08,0.28,119.92,1499,8.695652173913045,West,Perambalur
OD2548,Esther,2016-10-17,2016,October,10,17,Food Grains,Rice,1424.5,0.27,500.5,1925,35.13513513513514,West,Vellore
OD2549,Sabeela,2016-10-31,2016,October,10,31,Food Grains,Rice,515.9,0.15,154.1,670,29.87012987012987,West,Perambalur
OD2550,Malik,2018-01-30,2018,January,1,30,Fruits & Veggies,Organic Vegetables,1653.19,0.23,493.81,2147,29.87012987012987,West,Virudhunagar
OD2551,Ram,2015-09-13,2015,September,9,13,"Eggs, Meat & Fish",Eggs,737.28,0.22,414.72,1152,56.250000000000014,West,Krishnagiri
OD2552,Esther,2016-10-31,2016,October,10,31,Beverages,Health Drinks,681.6,0.29,454.4,1136,66.66666666666666,West,Chennai
OD2553,Arvind,2018-08-13,2018,August,8,13,"Eggs, Meat & Fish",Eggs,1650.88,0.22,813.12,2464,49.25373134328358,West,Madurai
OD2554,Amrish,2017-10-22,2017,October,10,22,Beverages,Soft Drinks,1796.34,0.17,114.66,1911,6.382978723404255,West,Dindigul
